"","Artist.Reputation","Height","Base.Shipping.Price","Weight_log","Price_of_Sculpture_log"
"3288",0.95,38,72.68,9.96458265189594,4.47597224751641
"3289",0.74,23,20.85,7.06646697013696,1.6467336971778
"3291",0.59,14,19.44,8.19007704971905,2.63977136034892
"3292",0.7,36,90.2,15.391545759798,9.54526999080272
"3294",0.38,31,81.27,11.7937490718235,5.61760711174576
"3297",0.33,36,58.63,9.51583780429796,2.17815501461587
"3299",0.22,6,11.24,7.90396563403217,2.37861977927004
"3301",0.53,6,12.01,6.6052979209482,1.60140574073684
"3302",0.52,7,10.17,3.80666248977032,1.57484646766448
"3303",0.34,17,61.1,10.9462699562436,5.29651574460141
"3304",0.55,20,26.53,12.1351081888887,5.8519150821579
"3305",0.37,22,13.83,6.53524127101366,1.11185751541813
"3306",0.24,36,20.79,7.79358680337158,1.86408013080768
"3307",0.91,37,13.22,6.38856140554563,1.61541998411165
"3308",0.88,32,45.35,10.3504464294737,4.01584233406714
"3309",0.72,8,19.42,8.4755375161474,3.31200180285768
"3311",0.08,30,22.82,8.50126704086598,2.79606107842492
"3312",0.21,11,14.69,8.0861025356691,1.68082790852077
"3313",0.33,8,23.6,5.26785815906333,1.83098018238134
"3315",0.24,19,53.66,9.67231182952465,3.17722014959937
"3316",0.2,12,13.39,5.98645200528444,1.66770682055808
"3317",0.72,24,21.71,5.14166355650266,1.43031124653666
"3318",0.41,22,13.93,8.39795910349254,2.19499988231411
"3319",0.26,16,68.94,11.1078552788701,4.79669922353296
"3320",0.25,34,43.71,10.1204118040364,3.4442568711226
"3322",0.17,12,21.3,6.0913098820777,1.65441127807683
"3323",0.09,32,86.08,14.2107886205379,7.93741040981127
"3324",0.13,31,30.87,8.86446405527968,2.03470564783844
"3325",0.7,34,42.17,13.1048549963115,6.93293557751244
"3326",0.64,37,34.86,12.5006806780527,5.60646361213217
"3327",0.54,26,16.24,8.39547743273214,2.47148362945586
"3328",0.97,39,18.54,8.10319175228579,3.69411572090918
"3329",0.5,47,41.49,13.8672145679966,8.23216891722086
"3330",0.6,42,10.68,5.605802066296,1.11514159061932
"3331",0.61,18,91.83,10.9673703606831,5.93338512103115
"3332",0.48,19,13.67,5.41164605185504,1.79840401194672
"3333",0.32,26,32.83,9.5206152930806,2.98112612116463
"3334",0.44,20,10.21,5.06890420222023,1.48387468945875
"3335",0.17,19,44.22,9.38790061166843,1.87640694328834
"3336",0.5,8,19.8,6.24416690066374,1.73342389221509
"3337",0.48,27,82.78,8.85266492770387,1.83577635464483
"3338",0.78,9,13.48,6.52795791762255,1.82616089594539
"3339",0.33,31,19.4,6.63068338564237,1.47932922708708
"3340",0.25,21,70.57,9.19278721272859,3.74596842109806
"3341",0.1,19,17.34,6.04500531403601,1.89911798754855
"3342",0.66,35,55.62,10.0841410522294,4.83858084965808
"3344",0.86,10,10.23,5.46806014113513,1.69009581545155
"3346",0.3,50,18,8.37124213593193,2.85876641848083
"3347",0.57,19,18.1,7.8458075026378,1.50629715351459
"3349",0.47,22,66.65,9.18676463544748,3.1471649773142
"3350",0.83,24,12,5.0998664278242,1.72097928716701
"3353",0.2,40,82.18,15.555875675067,9.71684889043855
"3356",0.75,33,18.05,5.85507192220243,1.12817109090965
"3359",0.84,16,14.5,7.67229245562876,2.69799986524871
"3361",0.37,20,54.91,11.4487708701235,4.52200594472732
"3362",0.09,20,18.25,6.33505425149806,1.43508452528932
"3363",0.14,23,12.13,6.20050917404269,1.52822785700856
"3364",0.7,31,73.21,9.17585244151751,3.50585765220559
"3365",0.03,27,41.63,8.95273476710687,2.12465388450138
"3366",0.02,25,89.34,9.14963449685879,2.45702144629846
"3367",0.38,26,54.34,9.30127736696828,2.85243910372751
"3368",0.15,13,15.11,6.3818160174061,1.52169899812609
"3369",0.55,22,24.3,8.19753873972118,1.81482474215905
"3371",0.05,38,32.7,14.2261383166291,8.19170125010216
"3372",0.08,18,72.91,11.2215164561108,4.42124734782716
"3373",0.49,18,65.02,11.3039806330558,4.50069816439138
"3374",0.2,25,19.42,8.1763915966338,1.86097453824953
"3375",0.63,30,25.67,13.8322064034234,7.43546751790455
"3376",0.7,24,42.44,13.1619801659555,7.78502239827742
"3377",0.28,46,11.65,6.34035930372775,1.80170980008122
"3378",0.59,3,22.47,3.76120011569356,1.79508725932073
"3379",0.5,12,10.9,5.93489419561959,1.20297230399235
"3380",0.79,19,29.6,9.08749454197734,2.1540850846756
"3382",0.32,19,16.43,7.21229446850034,1.58923520511658
"3383",0.46,10,20.17,6.19644412779452,1.92570744173779
"3384",0.35,38,63.39,9.14034700015565,1.7404661748405
"3385",0.23,41,70.75,15.2572195217021,8.96852992318046
"3386",0.62,19,24.56,6.70196036600254,1.72988406550997
"3387",0.04,26,10.39,5.98896141688986,1.12167756159911
"3389",0.47,49,57.41,8.67214355141406,1.34286480319255
"3391",0.79,32,84.25,12.5093573612094,6.45471102312806
"3392",0.47,29,24.93,5.10594547390058,1.34547236659964
"3393",0.94,34,62.89,9.78700991447743,5.12289197644192
"3394",0.64,18,15.7,4.89034912822175,1.65441127807683
"3395",0.7,38,58.3,9.85707705471346,4.11316631646269
"3396",0.14,3,17.58,3.66356164612965,1.57069708411767
"3400",0.16,16,11.72,6.39692965521615,1.44691898293633
"3402",0.39,3,14.53,1.38629436111989,1.14103300455206
"3403",0.65,31,20.05,7.9976631270201,2.8225686545448
"3404",0.47,22,52.8,14.50238611293,9.44390068000357
"3405",0.86,5,11,7.46794233228585,1.8213182714696
"3406",0.99,4,12.24,4.56434819146784,1.25561603747777
"3407",0.64,16,12.73,4.00733318523247,1.54329810992956
"3408",0.8,35,48.77,9.19927942461676,3.97010321650467
"3410",0.44,13,21.89,7.69393732550927,1.71559810826249
"3412",0.54,39,17.55,7.70930833338587,2.2523438765573
"3413",0.49,15,48.58,10.7832595177099,4.36322600521016
"3414",0.92,27,67.34,9.00035980718825,3.35340671782581
"3415",0.23,7,23.86,3.98898404656427,1.87793716546911
"3416",0.68,13,19.03,6.65286302935335,1.71559810826249
"3417",0.64,41,35.38,9.31479047333265,3.64466629943761
"3418",0.04,17,37.29,9.19634286233233,2.40604380136228
"3419",0.24,5,22.14,6.01859321449623,1.78842056796254
"3420",0.23,18,11.6,6.51619307604296,1.89911798754855
"3421",0.08,49,18.13,7.86441990499457,1.15373158788919
"3422",0.06,8,23.12,4.8283137373023,1.58719230348678
"3423",0.96,17,41.71,10.1401394538751,5.6070145662149
"3424",0.5,39,18.92,7.28961052145117,1.77833644889591
"3425",0.83,27,89.5,13.8199646238692,8.12838459028313
"3426",0.12,3,10.18,4.39444915467244,1.870262530716
"3427",0.38,45,29.74,9.29238108231239,3.55277332111694
"3428",0.31,15,10.22,5.9427993751267,1.45861502269952
"3429",0.43,15,18.11,8.17244681834278,2.32727770558442
"3430",0.68,4,18.32,2.56494935746154,1.71739505393919
"3431",0.32,10,14.52,7.72709448477984,1.65822807660353
"3432",0.93,22,64.63,11.7345718961592,7.00568928626583
"3433",0.1,17,68.42,8.9182485910357,2.32434658477556
"3434",0.82,4,20.17,6.4425401664682,1.5810384379124
"3435",0.66,32,70.7,10.2901435396572,5.16780996846825
"3437",0.2,25,20.81,7.71244383427499,1.22377543162212
"3438",0.03,5,10.73,4.45434729625351,1.92861865194525
"3442",0.94,19,95.23,11.6383944435047,7.09401905500872
"3443",0.17,17,17.58,8.04205641005875,1.44220199305819
"3444",0.23,7,14.88,5.65948221575962,1.65822807660353
"3445",0.51,30,24.81,7.40245152081824,2.57261223020711
"3446",0.41,10,10.2,4.68213122712422,1.7630170003624
"3449",0.79,36,67.97,11.1324553627514,6.28114462222244
"3452",0.33,27,78.97,10.5574260198708,4.34497357047117
"3453",0.43,18,82.18,12.0291683886342,7.01076302905637
"3455",0.9,8,17.33,5.11198778835654,1.82616089594539
"3456",0.02,25,21.06,7.2868764117507,1.61541998411165
"3458",0.19,27,25.81,9.83985528729127,3.82493889852103
"3459",0.6,17,65.36,10.7754919626988,4.84741023299329
"3461",0.86,28,20.81,6.28785856016178,1.25561603747777
"3465",0.58,44,39.71,10.7198695474307,5.08839848256198
"3467",0.26,44,70.82,11.5539234440043,6.18014086953994
"3469",0.25,37,31.83,12.717664975302,6.85849150267618
"3472",0.71,10,19.05,5.56452040732269,1.69377906086785
"3473",0.97,15,59.07,11.0737225848772,5.99163953179727
"3475",0.18,25,48.58,13.5049091663742,8.24350869420831
"3476",0.84,18,58.03,12.4817403334348,7.55839153958987
"3479",0.58,14,15.03,7.37211802833779,1.75785791755237
"3481",0.87,35,67.67,10.994067669507,5.91114888551925
"3482",0.98,28,14.09,6.40687998606931,1.6752256529721
"3483",0.3,33,98.81,9.37881652194808,3.19376312405313
"3484",0.82,14,27.23,8.53010941668278,3.23198946401358
"3485",0.47,44,61.53,14.5850070184986,8.25240178381847
"3487",0.08,18,12.03,7.83636976054512,1.66959183525385
"3488",0.74,31,58.61,10.9060477195625,5.57972982598622
"3489",0.36,26,13.61,7.37400185935016,1.84371920815877
"3490",0.74,16,16.13,6.58479139238572,1.87793716546911
"3491",0.79,11,14.19,4.92725368515721,1.6467336971778
"3492",0.36,20,16.34,6.05443934626937,1.20896034583698
"3494",0.64,15,17.32,7.07665381544395,1.73871024813824
"3495",0.17,25,18.81,7.11395610956603,1.73342389221509
"3496",0.33,6,19.66,5.04342511691925,1.58514521986506
"3497",0.52,34,56.32,13.6064806884207,8.31337666412082
"3498",0.26,21,53.06,13.1253429341133,7.60410233447722
"3500",0.08,12,14.28,7.28550654852279,1.45861502269952
"3501",0.44,18,70.19,12.1352423727692,4.96535894922662
"3502",0.78,16,22.29,8.34212526333359,3.299164656097
"3503",0.32,48,72.26,15.3906433200463,9.56032307272526
"3506",0.57,40,31.32,10.4127419425606,4.62045280951925
"3507",0.54,20,40.92,11.7474124357449,6.10182006693557
"3508",0.79,28,14.61,7.16549347506085,2.17361471169709
"3509",0.59,6,17.66,5.45958551414416,1.94448055624572
"3514",0.09,18,28.85,12.2622781054537,5.80151396314954
"3516",0.32,3,17.05,2.70805020110221,1.93007108502557
"3517",0.22,11,16.6,7.17165682276851,1.81156209652423
"3518",0.75,26,21.18,8.22496747891458,2.80214752448133
"3519",0.21,32,17.42,6.27476202124194,1.68268837417369
"3520",0.36,5,13.68,5.52545293913178,1.92861865194525
"3522",0.09,7,16.83,4.97673374242057,1.41585316336144
"3523",0.44,35,84.9,14.5133213469776,8.84444303217531
"3525",0.75,38,24.11,6.55961523749324,1.58719230348678
"3526",0.75,40,79.48,8.95402775927046,3.73050112880476
"3527",0.7,3,12.48,4.39444915467244,1.85159946958407
"3528",0.33,10,14.71,6.60800062529609,1.7732559976635
"3529",0.57,14,16.81,7.39141523467536,1.65632149833295
"3530",0.86,16,10.53,8.05801080080209,3.02577639490237
"3531",0.21,50,87.42,9.75984810233452,3.05305734017326
"3532",0.42,31,12.99,5.64897423816121,1.65632149833295
"3533",0.6,10,30.65,8.95454448838672,3.42295887344367
"3534",0.76,5,22.79,7.33888813383888,1.11514159061932
"3535",0.95,7,16.71,4.34380542185368,1.33500106673234
"3536",0.49,11,20.5,6.74875954749168,1.76644166124377
"3537",0.56,5,18.77,3.97029191355212,1.88706964903238
"3538",0.38,8,20.23,8.15765701519647,1.39128190263093
"3539",0.19,20,67.24,12.1576751542546,6.48760791208783
"3540",0.93,21,57.92,9.79579097708075,4.89207695797212
"3541",0.09,20,23.88,7.65396918047877,1.69927861643389
"3543",0.65,10,22.94,7.29165620917446,1.83896107071235
"3544",0.28,15,15.82,7.70029520342012,1.93152141160321
"3545",0.8,12,10.46,7.22766249872865,1.68639895357023
"3546",0.27,7,24.37,6.20253551718792,1.48387468945875
"3547",0.08,27,67.53,13.9861356436224,8.09818377183668
"3548",0.56,22,84.82,9.41205597587677,3.94002720183774
"3549",0.44,23,21.28,6.35957386867238,1.9213246735827
"3552",0.42,53,36.65,11.2341502748781,4.74005066818191
"3553",0.41,16,66.63,11.6920586108467,4.8019697619627
"3555",0.03,21,10.64,6.58617165485467,1.21194097397511
"3557",0.76,26,87.65,9.40689351101686,3.97724879034585
"3558",0.79,4,23.5,4.74493212836325,1.12167756159911
"3559",0.25,48,38.49,8.68321597524069,3.38540669575583
"3560",0.29,9,16.16,6.62671774924902,1.7561322915849
"3561",0.73,9,41.16,8.83535597112161,3.91122268525738
"3562",0.2,11,55.67,9.44414687145865,2.61885462229774
"3563",0.27,11,20.08,7.27239839257005,1.80005827204275
"3564",0.66,16,17.4,8.46568934854912,2.68784749378469
"3566",0.23,4,16.84,5.19295685089021,1.93730177451871
"3567",0.16,8,20.19,5.78074351579233,1.38128181929635
"3568",0.6,32,63.89,8.83884181343129,2.33988087773774
"3569",0.49,37,14.56,6.47389069635227,1.44456326924387
"3570",0.38,23,19.38,6.59850902861452,1.8213182714696
"3571",0.49,23,38.36,14.289597713257,8.28151642647716
"3572",0.23,11,15.39,5.73334127689775,1.49514876603197
"3574",0.13,19,10.49,5.8111409929767,1.87180217690159
"3575",0.9,9,14.69,4.00733318523247,1.86252854011626
"3576",0.29,29,15.75,7.49331724886215,2.30956070673047
"3577",0.34,5,17.16,4.68213122712422,1.23256026117785
"3578",0.67,23,21.51,6.8330317327862,1.65632149833295
"3579",0.59,25,82.52,13.526649123672,7.43248380791712
"3580",0.84,14,35.69,9.9245149197282,3.91461963127541
"3581",0.5,26,24.87,7.08422642209792,1.9213246735827
"3583",0.53,20,70.29,8.82128980513611,3.23632273847192
"3584",0.3,30,44.18,12.3124441499666,5.91870566452356
"3585",0.18,16,16.07,6.12029741895095,1.26694760348732
"3588",0.42,12,18.4,5.54907608489522,1.31640823365572
"3589",0.07,19,32.01,12.3143080248047,4.53066213381303
"3590",0.52,21,26.17,13.194605896396,7.24952062520693
"3591",0.8,30,35.11,9.67884287509565,4.2387334648474
"3592",0.82,15,22.1,7.31654817718298,1.67147330335355
"3594",0.69,19,35.14,12.7368332407756,6.27703814829566
"3596",0.68,30,10.47,7.72356247227797,1.83577635464483
"3597",0.19,18,18.05,7.3031700512368,1.69744878975681
"3600",0.95,26,79.29,9.33864563212911,4.82165159442875
"3601",0.17,12,10.72,6.73459165997295,1.65441127807683
"3602",0.52,30,21.84,8.06117135969092,1.34286480319255
"3603",0.29,23,85.4,14.1378461992559,7.94592730383883
"3604",0.49,38,94.02,14.5213473833356,9.40834004889673
"3605",0.47,17,19.75,6.50128967054039,1.49962304642689
"3606",0.94,24,17.95,6.3818160174061,1.64480505627139
"3608",0.79,40,16.64,7.15070145759253,2.07065303564676
"3609",0.05,22,44.98,11.9383369808873,5.45685839467659
"3612",0.79,24,41.01,8.57489590154453,3.65143715863807
"3613",0.2,18,53.22,8.59822003005861,3.11484775444415
"3615",0.09,19,19.08,7.88193748927207,1.62924053973028
"3616",0.11,28,16.82,6.38519439899773,1.54329810992956
"3617",0.27,13,53.23,10.3219346948675,3.92098274679962
"3619",0.84,38,14.9,6.56526497003536,1.6752256529721
"3620",0.8,8,22.21,8.08825472712243,1.44926916028128
"3622",0.05,4,11.87,4.93447393313069,1.66581824587021
"3623",0.25,6,21.66,7.83952558170468,1.89009536994892
"3624",0.27,18,21.43,6.89871453432999,1.73342389221509
"3625",0.14,28,33.74,10.3591703768049,3.67275007218405
"3626",0.65,12,10.95,7.23849684089437,1.94448055624572
"3627",0.7,19,66.38,8.85066091901715,1.45395300959371
"3628",0.6,10,61.67,9.28683834294891,3.14845336057165
"3629",0.22,13,11.28,8.05927622330565,2.43449016387398
"3630",0.92,19,22.69,8.04750951098142,1.7281094421516
"3631",0.28,11,19.68,6.96318998587024,1.880990602956
"3632",0.1,15,19.85,7.755767170103,1.64480505627139
"3635",0.61,24,24.13,7.61480536471107,1.61541998411165
"3638",0.59,25,56.65,10.1022974268349,3.90540112911926
"3640",0.3,12,14.6,8.08085641964099,2.13888900032326
"3642",0.82,26,25.6,14.7947129884175,9.89139118559388
"3643",0.66,36,74.08,9.81852861330894,4.06663072365459
"3644",0.8,24,22.7,6.5366915975913,1.36353737399727
"3648",0.16,8,12.65,8.31409733540581,2.5408142817263
"3649",0.06,17,19.05,6.92461239604856,1.58719230348678
"3650",0.08,25,22.2,6.82219739062049,1.14740245283754
"3651",0.67,50,54.42,9.86552604624901,3.98713047791495
"3652",0.22,19,89.07,9.50427783859047,3.66842161221154
"3653",0.14,18,10.42,6.27287700654617,1.65441127807683
"3654",0,41,92.97,15.4623943402179,8.41362440298942
"3655",0.38,5,20.28,6.86589107488344,1.64480505627139
"3656",0.42,24,84.45,11.5810232693374,5.13173135414014
"3657",0.63,4,23.91,6.5206211275587,1.30291275218084
"3658",0.29,27,14.75,5.70711026474888,1.59330853050422
"3660",0.71,3,21.71,3.66356164612965,1.85941811770187
"3661",0.74,23,19.35,7.74932246466036,2.33891702224144
"3662",0.1,22,23.24,8.31016902198191,1.27256559579155
"3663",0.6,18,29.92,11.2372905334291,3.56218180106798
"3664",0.39,11,61.88,11.0375313330355,6.05387580722938
"3665",0.56,30,17.3,6.18001665365257,1.68082790852077
"3666",0.31,10,11.46,7.91315518592807,1.73695123273306
"3667",0.58,8,10.51,8.39208338037339,3.33184730352736
"3668",0.71,4,15.29,5.92958914338989,1.74396880539171
"3669",0.16,17,14.41,6.68959926917897,1.78674692740451
"3670",0.01,25,81.17,9.12205545710861,2.26072088889535
"3671",0.84,31,90.06,9.53985992316954,4.63346605514294
"3672",0.11,26,17.48,7.46450983463653,1.57484646766448
"3673",0.3,4,21.69,3.87120101090789,1.46787434811231
"3674",0.73,12,55.76,10.2506524186961,5.17337753199219
"3675",0.58,3,24.94,4.06044301054642,1.86408013080768
"3676",0.11,19,19.01,4.18965474202643,1.9154509415706
"3677",0.25,32,17.68,6.93731408122368,1.31372366828506
"3678",0.68,40,90.77,9.94102415606485,3.84310155996172
"3679",0.92,45,78.43,8.87178596915065,3.83988232765046
"3680",0.21,19,13.05,6.61873898351722,1.8531680973567
"3681",0.19,9,13.57,7.06646697013696,1.62334081760309
"3682",0.87,15,44.75,11.4629155572159,4.9622150614937
"3683",0.29,28,48.48,9.6035979369766,2.32140684723463
"3685",0.78,19,36.03,12.2420139488307,7.49956716513388
"3686",0.66,41,90.12,10.2024062569139,4.81445819101186
"3687",0.09,27,75.91,10.0773568225151,3.74313086894585
"3688",0.66,31,13.77,6.48004456192665,1.74571553072665
"3689",0.69,15,39.47,10.9907355111252,4.66645341440499
"3690",0.17,33,28.93,11.0450475747395,2.59376105470008
"3691",0.89,24,89.08,9.62158872484008,4.27680499826078
"3692",0.98,3,23.4,4.12713438504509,1.53686721959926
"3693",0.12,32,50.33,10.2903812750589,3.02723094061336
"3694",0.81,19,22.87,7.83794891602528,2.22245904851476
"3695",0.01,23,33.19,8.95776800997116,2.80093319524892
"3696",0.71,14,19.43,5.46383180502561,1.5953389880546
"3699",0.31,6,13.25,3.78418963391826,1.62531126159039
"3702",0.13,57,18.53,7.77821147451249,1.23547147138531
"3703",0.23,5,13.94,3.78418963391826,1.87487437593856
"3704",0.51,17,20.28,6.64639051484773,1.76473079684014
"3707",0.43,21,86.16,9.11800576077339,2.96114082878437
"3708",0.26,31,98.89,13.5949623857381,6.77518342585231
"3709",0.08,18,10.3,8.16650031915505,1.69744878975681
"3710",0.17,41,16.95,6.3578422665081,1.73165554515835
"3711",0.71,16,23.83,6.81014245011514,1.23547147138531
"3713",0.38,13,20.25,6.94119005506837,1.53255686809814
"3714",0.13,25,20.09,5.80513496891649,1.67335123817775
"3715",0.54,34,27.79,11.3015004822352,6.273386310791
"3716",0.17,32,74.08,13.8152495238978,7.24842583317914
"3718",0.25,19,83.04,12.5484062421982,6.62775032853827
"3719",0.35,34,98.8,8.93498204921323,3.12500460925813
"3720",0.78,19,18.05,5.52146091786225,1.70292825552144
"3721",0.09,35,61.01,15.2012332557158,8.04895120955816
"3722",0.97,25,65.07,9.18522767116111,4.51895848916903
"3724",0.46,23,39.42,9.6737598733449,4.13099787987014
"3725",0.38,8,34.32,9.35970820362701,2.43185742869818
"3727",0.69,19,92.07,10.7184319234645,5.71188291069007
"3729",0.37,25,23.99,7.30787278076371,1.8961194845523
"3730",0.57,25,14.29,7.9592759601164,2.10169215061466
"3731",0.62,46,15.27,7.01211529430638,1.87487437593856
"3733",0.56,23,54.33,13.429673061838,6.77569708637967
"3734",0.57,22,76.16,8.58522560180806,3.5743099993708
"3736",0.85,36,79.61,11.3012657215973,5.72883274685598
"3737",0.72,25,13.34,7.51152464839087,1.78002421300963
"3739",0.81,14,80.35,10.4845292993118,5.2890747851811
"3740",0.33,32,45.41,9.02075247919018,1.78674692740451
"3741",0.51,16,18.8,5.18178355029209,1.81482474215905
"3742",0.37,21,11.4,5.33271879326537,1.48613969608961
"3743",0.58,14,18.1,6.08677472691231,1.23837423104327
"3744",0.43,9,13.36,8.32796785830549,2.79177841663292
"3745",0.57,17,62.85,8.6928257600594,2.77570884957602
"3746",0.45,21,97.46,11.9768921585334,5.60355690073815
"3750",0.27,3,24.15,3.71357206670431,1.25561603747777
"3751",0.06,22,45.2,10.9248947702953,5.29400809495994
"3752",0.11,40,14.52,7.39387829010776,1.10194007876078
"3753",0.38,18,97.86,11.1362664487037,5.94269438273855
"3755",0.69,11,27.37,10.1436848584162,5.51201645903425
"3757",0.6,12,96.49,10.9531021555037,5.80781210507903
"3758",0.12,22,27.66,12.3462866596186,6.60963222199302
"3759",0.51,47,33.05,8.64716826783798,3.25886547308436
"3760",0.18,6,22.73,5.28320372873799,1.42791603581071
"3761",0.33,21,63.29,9.96974334831319,2.9247731846135
"3762",0.89,13,23.66,4.90527477843843,1.71739505393919
"3763",0.46,17,23.49,4.58496747867057,1.69009581545155
"3764",0.13,28,10.54,6.94985645500077,1.86872051036418
"3765",0.22,10,77.94,9.62944536578838,3.26690379387878
"3766",0.42,16,61.25,12.2501517299695,5.42336285552226
"3767",0.22,22,18.63,5.55295958492162,1.56024766824333
"3768",0.28,18,15.13,5.49306144334055,1.36609165380237
"3769",0.48,12,39.37,10.1798685072328,5.06050424124939
"3771",0.8,29,20.38,5.39362754635236,1.20597080698861
"3772",0.7,11,73.23,9.62496341786911,3.77459832951647
"3773",0.16,9,22.25,4.43081679884331,1.67896397508271
"3774",0.72,5,16.4,7.9550742732627,2.33020026002702
"3775",0.77,36,13.96,5.92692602597041,1.10856261952128
"3776",0.29,37,24.8,8.33110454805304,2.20497226412705
"3777",0.47,8,18.89,3.85014760171006,1.75785791755237
"3778",0.79,21,38.78,9.21084024701783,3.85036034503604
"3779",0.23,24,65.46,13.1660471930054,7.67272997628997
"3780",0.23,34,85.53,10.9875106005609,4.98093181472281
"3781",0.12,13,14.79,7.0057890192535,1.64865862558738
"3782",0.26,18,19.03,6.12249280951439,1.88403474533723
"3783",0.54,24,37.66,13.0684223703909,7.47728179302607
"3784",0.89,16,37.49,10.9414116757023,4.80917169177393
"3785",0.65,13,11.13,5.98141421125448,1.24415459395877
"3786",0.73,19,80.27,10.0656064020126,4.23047673654668
"3787",0.41,8,22.87,6.06842558824411,1.71018781553424
"3788",0.16,24,81.11,10.8340164390968,4.52417702677856
"3790",0.81,27,51.92,9.84998128501299,3.7796338173824
"3792",0.54,44,18.35,5.95842469302978,1.79009141212736
"3793",0.73,9,18.29,6.07304453410041,1.79508725932073
"3794",0.11,18,14.62,7.16857989726403,1.51951320490611
"3796",0.19,9,18.56,5.97888576490112,1.43270073393405
"3797",0.51,26,54.15,9.56057461908493,3.44169932497149
"3798",0.05,20,85.87,12.8522068318184,6.26028867091417
"3799",0.27,45,85.66,9.81405506520458,2.68239045432163
"3800",0.09,23,76.57,12.5621023813669,6.53829900067867
"3801",0.76,30,43.12,10.3441267356519,3.71527792796847
"3802",0.53,49,28.5,9.03800874921158,2.15176220325946
"3803",0.22,8,19.63,4.38202663467388,1.80500469597808
"3804",0.56,35,93.37,13.2491951274589,7.80615491541842
"3805",0.38,12,71.63,10.5140408572921,5.40371288159338
"3806",0.24,19,49.86,12.9845760841257,6.47345850420527
"3807",0.58,5,16.39,5.57972982598622,1.62136648329937
"3809",0.37,13,66.32,11.7073649686361,6.40002486012345
"3810",0.59,8,15.77,6.97073007814353,1.26976054486394
"3811",0.87,40,19.68,8.00269416228394,1.26976054486394
"3812",0.61,29,15.22,6.2709884318583,1.74745921033147
"3814",0.63,34,29.53,8.61377528926248,2.90032208874933
"3815",0.41,12,21.17,6.00635315960173,1.83736998048011
"3817",0.91,7,15.11,3.80666248977032,1.1314021114911
"3818",0.47,26,21.29,8.0166478770578,2.25758772706331
"3819",0.46,8,25.03,9.11195547005478,2.70938264633599
"3820",0.56,34,39.25,9.57741109209704,3.12148347885955
"3821",0.41,18,13.64,5.24174701505964,1.88403474533723
"3823",0.69,26,14.24,6.46146817635372,1.50851199384414
"3825",0.81,33,36.92,10.4516667628435,2.8501282996952
"3826",0.58,18,11,6.99393297522319,1.95018670582257
"3827",0.72,33,18.99,7.07326971745971,1.8196988379173
"3828",0.25,34,78.08,9.14355933828583,3.08602991153477
"3830",0.21,24,46.45,12.4571231500974,6.0501578934472
"3832",0.59,3,23.77,4.0943445622221,1.50629715351459
"3833",0.52,12,15.71,4.7361984483945,1.82454929205105
"3834",0.58,9,15.25,6.4377516497364,1.89311196348834
"3836",0.06,21,61.73,12.5410222950323,6.64850516052459
"3837",0.68,19,50.92,9.09549053029724,3.3881121421135
"3838",0.84,17,20.97,8.15651022607997,2.54474665014402
"3839",0.16,16,64.08,10.9866646627038,4.57954463834912
"3840",0.46,27,24.1,6.17170059741091,1.43270073393405
"3841",0.21,5,12.39,5.60947179518496,1.15373158788919
"3842",0.88,8,61.11,8.84217104861172,4.18113369229449
"3843",0.22,21,14.78,8.15822991695949,1.90657514365664
"3844",0.66,24,10.09,6.05443934626937,1.7561322915849
"3845",0.74,10,12.91,5.01063529409626,1.90954250488444
"3847",0.77,30,42.49,10.3209141690435,4.60436986581732
"3848",0.2,9,79.83,9.1838937219612,2.90306858869057
"3849",0.73,12,32.31,10.0487128046889,5.0976688930612
"3850",0.81,21,92.31,9.03073512267646,2.14710019015365
"3852",0.29,10,67.63,9.0906555290302,2.03731661537916
"3853",0.21,15,99.1,10.7356355162979,5.23936322370437
"3854",0.59,23,40.36,13.0746824977513,7.89891968978175
"3855",0.29,13,24.03,5.0998664278242,1.50851199384414
"3856",0.27,4,11.43,5.14166355650266,1.16938135955632
"3859",0.23,15,57.31,10.5160752252377,4.88295342626062
"3860",0.63,33,92.11,11.3467410020764,5.74168822105543
"3861",0.38,5,21.46,3.71357206670431,1.62531126159039
"3862",0.29,11,87.48,10.9862414252698,4.824867806898
"3865",0.69,11,17.39,7.614312146452,1.31372366828506
"3866",0.46,7,11.21,6.18001665365257,1.48613969608961
"3868",0.4,30,80.53,10.5673603903921,3.74052268726577
"3869",0.12,33,18.76,6.51619307604296,1.24703229378638
"3870",0.92,35,37.63,12.5312997491178,7.46681662753016
"3871",0.38,32,12.45,7.82124208352356,1.71559810826249
"3873",0.8,33,86.49,13.9487906690202,7.46817645678976
"3875",0.62,20,29.49,8.87192625111763,3.52223437670499
"3880",0.17,13,48.12,10.4233224704597,4.94392552862387
"3882",0.81,13,86.13,11.100888811479,5.90104737698352
"3883",0.55,18,16.37,4.85203026391962,1.31372366828506
"3884",0.07,42,47.06,10.9419074176433,4.45701814496423
"3885",0.08,4,21.85,3.66356164612965,1.69927861643389
"3886",0.32,29,41.92,9.88302971063373,3.73409179693548
"3888",0.98,13,14.19,6.0282785202307,1.90805992492422
"3890",0.33,11,11.51,4.93447393313069,1.90657514365664
"3892",0.63,12,11.44,8.08240225392624,2.67138621673062
"3893",0.13,33,24.5,6.69456205852109,1.3297240096315
"3894",0.31,4,16.33,6.38012253689976,1.88555334851442
"3895",0.1,38,80.17,14.3859707606748,6.1479339651542
